4.9347076,5.4395366,10.374245
2.235626,4.8158684,7.0514946
1.221931,0.9174025,2.1393335
8.169093,0.4515469,8.62064
9.74669,3.2399726,12.986662
4.674864,1.244843,5.919707
1.4009559,4.108355,5.5093107
5.6276608,1.7771459,7.4048066
7.979907,2.682073,10.66198
4.783798,6.636834,11.420632
3.49576,0.88425636,4.3800163
8.817657,5.361743,14.1794
3.6865544,5.0147605,8.701315
3.0916595,2.9308808,6.02254
2.211994,9.879387,12.091381
1.96818,0.88407993,2.8522599
0.5764544,8.677973,9.254427
0.3670752,9.19972,9.566795
1.2785637,3.5122943,4.7908583
4.87061,5.2326403,10.1032505
6.4384937,0.9543884,7.3928823
8.860875,7.6240683,16.484943
4.005084,3.905021,7.9101048
7.4915934,2.1881628,9.679756
7.682731,0.5166924,8.199424
2.4994195,6.6891932,9.188613
6.375188,6.7197523,13.09494
8.0561075,7.767632,15.82374
4.677825,2.17026,6.848085
8.417522,2.2746527,10.692175
1.0188079,3.7214506,4.740258
5.6246185,5.430995,11.0556135
8.2965355,5.0647545,13.36129
2.3766685,9.348301,11.72497
6.512061,6.732285,13.244347
6.7787647,8.930113,15.708878
3.355385,2.308371,5.6637564
4.1672316,4.274682,8.441914
1.963942,6.9271126,8.891054
8.218779,3.1340575,11.352837
1.1753142,8.364359,9.539673
6.389289,3.8925743,10.281863
2.9253042,0.8340633,3.7593675
6.938876,8.410124,15.349
5.366504,9.981089,15.347593
2.3631632,0.36935687,2.73252
2.1468163,6.13078,8.277596
7.3429775,6.033801,13.376779
9.029324,0.14105082,9.170374
7.1121645,8.672013,15.784178
2.125727,1.3396871,3.465414
5.5206766,7.280748,12.801424
4.4663534,5.625242,10.091596
8.671335,4.6752024,13.346538
8.620249,7.3275194,15.947768
1.273334,3.160981,4.4343147
1.8679261,9.803649,11.671576
5.68902,0.03341794,5.722438
0.4223168,0.63773155,1.0600483
4.7866797,1.4353156,6.2219954
5.929003,7.9617596,13.890762
5.551758,2.6517045,8.203463
3.517921,7.8468933,11.364815
8.364363,9.587179,17.951542
5.6016827,6.5854955,12.187178
3.2130647,2.475152,5.6882167
0.615139,8.308168,8.923307
6.032791,9.248108,15.280899
6.4081264,7.946553,14.354679
4.7172127,1.0077143,5.724927
1.945492,5.392269,7.337761
8.278283,9.39888,17.677162
6.0855236,2.3148668,8.400391
6.444607,9.886791,16.331398
7.515018,3.9664733,11.481491
1.700238,1.9688582,3.6690962
0.27134895,1.0371482,1.3084972
8.928756,2.0915794,11.020335
7.146361,6.4368143,13.583176
9.185881,7.7598643,16.945745
9.314188,7.1080136,16.422201
0.911175,2.6692116,3.5803866
5.8910966,9.6591625,15.550259
7.1208057,2.3548698,9.475676
0.455333,1.456089,1.911422
0.7634008,4.4779944,5.241395
6.455686,7.9146385,14.370325
7.9369555,5.603901,13.540856
7.453991,1.66893,9.122921
8.726833,3.9797175,12.706551
6.7397523,4.3953266,11.135078
1.0057878,8.027625,9.033413
4.6781597,1.6996002,6.37776
9.269623,9.858884,19.128506
1.279521,1.8605566,3.1400776
0.5039692,8.145794,8.649763
6.093069,5.8783865,11.971456
7.074479,7.008065,14.082544
4.46474,9.014986,13.479726
5.3509474,2.8535223,8.20447
5.716749,3.2081628,8.9249115
2.223754,6.604227,8.827981
1.2772369,2.7252126,4.0024495
7.788869,4.757023,12.545892
5.8562145,4.5439377,10.400152
8.58172,4.9416914,13.523412
2.9498541,4.355632,7.3054857
7.036102,8.0270405,15.063143
9.857679,8.6636715,18.52135
1.4009774,8.68249,10.0834675
4.522047,2.4866056,7.0086527
8.929363,2.6493514,11.578714
8.916675,6.223953,15.140627
6.2770376,7.322775,13.5998125
8.563784,2.5578117,11.121595
6.4685736,0.7424879,7.2110615
7.4268684,2.595694,10.022562
1.5438163,1.1239707,2.667787
1.901865,5.450243,7.352108
